EVALID,EVAL_NAME,REPORT_YEAR,POPULATION_NAME,POPULATION_STRUCTURE_VERSION,POPULATION_ACRES,POPULATION_POINT_COUNT,POPULATION_PLOT_COUNT,ESTN_UNIT_NAME,ESTN_UNIT_ACRES,ESTN_UNIT_POINT_COUNT,ESTN_UNIT_PLOT_COUNT,STRATUM_NAME,STRATUM_LABEL,STRATUM_ACRES,STRATUM_POINT_COUNT,STRATUM_PLOT_COUNT,EXPNS,STRATUM_WEIGHT,STRATUM_SOURCE,STRATUM_SUBPLOT_ADJ_FACTOR,STRATUM_MICROPLOT_ADJ_FACTOR,EVAL_DESCRIPTION,STRATUM_DESCRIPTION,PE_CN,PSS_CN,PEU_CN,PSTREL_CN,PS_CN,CN,EVAL_GRP_ID,EVAL_GRP_NAME,EVAL_GRP_LABEL,PEG_CN
ProvidenceRI2021All,"Providence, RI 2021 All Area",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,201,"City of Providence, RI",13158.8262,59194,201,A,Water,1247.3253,5611,15,83.15502,0.09479001250126702,NLCD 2016,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Open Water,1255530254290487,1255517951290487,1255531139290487,349167789489998,1256470215290487,1274565679290487,,,,
ProvidenceRI2021All,"Providence, RI 2021 All Area",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,201,"City of Providence, RI",13158.8262,59194,201,D,Dev-Med,4470.0084,20108,68,65.73541764705882,0.33969659087069637,NLCD 2016,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Medium Intensity",1255530254290487,1255517951290487,1255531139290487,349167789489998,1256470218290487,1274565608290487,,,,
ProvidenceRI2021All,"Providence, RI 2021 All Area",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,201,"City of Providence, RI",13158.8262,59194,201,E,Dev-High,5429.4552,24424,87,62.40753103448276,0.41260938608642767,NLCD 2016,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, High Intensity; Barren Land",1255530254290487,1255517951290487,1255531139290487,349167789489998,1256470219290487,1274565697290487,,,,
ProvidenceRI2021All,"Providence, RI 2021 All Area",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,201,"City of Providence, RI",13158.8262,59194,201,C,Dev-Low,1094.6052,4924,18,60.8114,0.08318410649728013,NLCD 2016,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Low Intensity",1255530254290487,1255517951290487,1255531139290487,349167789489998,1256470217290487,1274565571290487,,,,
ProvidenceRI2021All,"Providence, RI 2021 All Area",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,201,"City of Providence, RI",13158.8262,59194,201,B,Dev-Open/Veg,917.4321,4127,13,70.5717,0.06971990404432882,NLCD 2016,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Open Space; Deciduous Forest; Mixed Forest; Evergreen Forest; Shrub/Scrub; Woody Wetlands; Emergent Herbaceous Wetlands; Grassland/Herbaceous; Pasture/Hay; Cultivated Crops",1255530254290487,1255517951290487,1255531139290487,349167789489998,1256470216290487,1274565592290487,,,,
ProvidenceRI2021Curr,"Providence, RI 2021 Current Estimates",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,192,"City of Providence, RI",13158.8262,59194,192,B,Dev-Open/Veg,917.4321,4127,13,70.5717,0.06971990404432882,NLCD 2016,1.0199552064660447,1.0196078431372548,"Evaluation used to produce current estimates of area and tree population attributes for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Open Space; Deciduous Forest; Mixed Forest; Evergreen Forest; Shrub/Scrub; Woody Wetlands; Emergent Herbaceous Wetlands; Grassland/Herbaceous; Pasture/Hay; Cultivated Crops",1255530255290487,1255517952290487,1255531140290487,349167789489998,1256470216290487,1274566255290487,,,,
ProvidenceRI2021Curr,"Providence, RI 2021 Current Estimates",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,192,"City of Providence, RI",13158.8262,59194,192,D,Dev-Med,4470.0084,20108,62,72.09690967741936,0.33969659087069637,NLCD 2016,1.1467169479580093,1.1731158386204732,"Evaluation used to produce current estimates of area and tree population attributes for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Medium Intensity",1255530255290487,1255517952290487,1255531140290487,349167789489998,1256470218290487,1274566271290487,,,,
ProvidenceRI2021Curr,"Providence, RI 2021 Current Estimates",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,192,"City of Providence, RI",13158.8262,59194,192,A,Water,1247.3253,5611,15,83.15502,0.09479001250126702,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Open Water,1255530255290487,1255517952290487,1255531140290487,349167789489998,1256470215290487,1274566237290487,,,,
ProvidenceRI2021Curr,"Providence, RI 2021 Current Estimates",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,192,"City of Providence, RI",13158.8262,59194,192,E,Dev-High,5429.4552,24424,84,64.63637142857142,0.41260938608642767,NLCD 2016,1.069458780768641,1.0863015524247648,"Evaluation used to produce current estimates of area and tree population attributes for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, High Intensity; Barren Land",1255530255290487,1255517952290487,1255531140290487,349167789489998,1256470219290487,1274566129290487,,,,
ProvidenceRI2021Curr,"Providence, RI 2021 Current Estimates",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,192,"City of Providence, RI",13158.8262,59194,192,C,Dev-Low,1094.6052,4924,18,60.8114,0.08318410649728013,NLCD 2016,1.0820073133221633,1.081845135089783,"Evaluation used to produce current estimates of area and tree population attributes for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Low Intensity",1255530255290487,1255517952290487,1255531140290487,349167789489998,1256470217290487,1274566216290487,,,,
ProvidenceRI2021FS,"Providence, RI 2021 Fully Sampled Curr Estimates",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,159,"City of Providence, RI",13158.8262,59194,159,A,Water,1247.3253,5611,15,83.15502,0.09479001250126702,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Providence, RI. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Open Water,1255530256290487,1255517953290487,1255531141290487,349167789489998,1256470215290487,1274566591290487,,,,
ProvidenceRI2021FS,"Providence, RI 2021 Fully Sampled Curr Estimates",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,159,"City of Providence, RI",13158.8262,59194,159,E,Dev-High,5429.4552,24424,70,77.56364571428571,0.41260938608642767,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Providence, RI. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, High Intensity; Barren Land",1255530256290487,1255517953290487,1255531141290487,349167789489998,1256470219290487,1274566452290487,,,,
ProvidenceRI2021FS,"Providence, RI 2021 Fully Sampled Curr Estimates",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,159,"City of Providence, RI",13158.8262,59194,159,B,Dev-Open/Veg,917.4321,4127,12,76.452675,0.06971990404432882,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Providence, RI. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Open Space; Deciduous Forest; Mixed Forest; Evergreen Forest; Shrub/Scrub; Woody Wetlands; Emergent Herbaceous Wetlands; Grassland/Herbaceous; Pasture/Hay; Cultivated Crops",1255530256290487,1255517953290487,1255531141290487,349167789489998,1256470216290487,1274566525290487,,,,
ProvidenceRI2021FS,"Providence, RI 2021 Fully Sampled Curr Estimates",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,159,"City of Providence, RI",13158.8262,59194,159,D,Dev-Med,4470.0084,20108,48,93.125175,0.33969659087069637,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Providence, RI. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Medium Intensity",1255530256290487,1255517953290487,1255531141290487,349167789489998,1256470218290487,1274566540290487,,,,
ProvidenceRI2021FS,"Providence, RI 2021 Fully Sampled Curr Estimates",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,159,"City of Providence, RI",13158.8262,59194,159,C,Dev-Low,1094.6052,4924,14,78.18608571428571,0.08318410649728013,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Providence, RI. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Low Intensity",1255530256290487,1255517953290487,1255531141290487,349167789489998,1256470217290487,1274566609290487,,,,
ProvidenceRI2021Invs,"Providence, RI 2021 Invasive Species Estimates",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,164,"City of Providence, RI",13158.8262,59194,164,B,Dev-Open/Veg,917.4321,4127,11,83.40291818181818,0.06971990404432882,NLCD 2016,1.0236693032477284,1.0232558139534884,"Evaluation used to produce current estimates of invasive species population attributes for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Open Space; Deciduous Forest; Mixed Forest; Evergreen Forest; Shrub/Scrub; Woody Wetlands; Emergent Herbaceous Wetlands; Grassland/Herbaceous; Pasture/Hay; Cultivated Crops",1255530257290487,1255517954290487,1255531142290487,349167789489998,1256470216290487,1301326636290487,,,,
ProvidenceRI2021Invs,"Providence, RI 2021 Invasive Species Estimates",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,164,"City of Providence, RI",13158.8262,59194,164,C,Dev-Low,1094.6052,4924,16,68.412825,0.08318410649728013,NLCD 2016,1.0932137536753825,1.0930275080969132,"Evaluation used to produce current estimates of invasive species population attributes for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Low Intensity",1255530257290487,1255517954290487,1255531142290487,349167789489998,1256470217290487,1301326650290487,,,,
ProvidenceRI2021Invs,"Providence, RI 2021 Invasive Species Estimates",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,164,"City of Providence, RI",13158.8262,59194,164,D,Dev-Med,4470.0084,20108,57,78.4212,0.33969659087069637,NLCD 2016,1.1400637502010702,1.1668203994700326,"Evaluation used to produce current estimates of invasive species population attributes for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Medium Intensity",1255530257290487,1255517954290487,1255531142290487,349167789489998,1256470218290487,1301326669290487,,,,
ProvidenceRI2021Invs,"Providence, RI 2021 Invasive Species Estimates",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,164,"City of Providence, RI",13158.8262,59194,164,E,Dev-High,5429.4552,24424,65,83.53008,0.41260938608642767,NLCD 2016,1.091622356160256,1.1144144484552139,"Evaluation used to produce current estimates of invasive species population attributes for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, High Intensity; Barren Land",1255530257290487,1255517954290487,1255531142290487,349167789489998,1256470219290487,1301326729290487,,,,
ProvidenceRI2021Invs,"Providence, RI 2021 Invasive Species Estimates",2021,"Providence, RI Urban Area",1.0,13158.8262,59194,164,"City of Providence, RI",13158.8262,59194,164,A,Water,1247.3253,5611,15,83.15502,0.09479001250126702,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of invasive species population attributes for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Open Water,1255530257290487,1255517954290487,1255531142290487,349167789489998,1256470215290487,1301326797290487,,,,
ProvidenceRI2022All,"Providence, RI 2022 All Area",2022,"Providence, RI Urban Area",1.0,13164.420033,59194,201,"City of Providence, RI",13164.420033,59194,201,B,Dev-Open/Veg,738.794529,3322,11,67.163139,0.056120552758725545,NLCD 2021,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Open Space; Deciduous Forest; Mixed Forest; Woody Wetlands; Grassland/Herbaceous; Emergent Herbaceous Wetlands; Evergreen Forest; Pasture/Hay; Shrub/Scrub",1490994977290487,1490994422290487,1490994982290487,349167789489998,1491507520290487,1537185861290487,,,,
ProvidenceRI2022All,"Providence, RI 2022 All Area",2022,"Providence, RI Urban Area",1.0,13164.420033,59194,201,"City of Providence, RI",13164.420033,59194,201,D,Dev-High,6860.870325,30850,103,66.61039150485436,0.5211676859141129,NLCD 2021,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, High Intensity; Barren Land",1490994977290487,1490994422290487,1490994982290487,349167789489998,1491507523290487,1537185968290487,,,,
ProvidenceRI2022All,"Providence, RI 2022 All Area",2022,"Providence, RI Urban Area",1.0,13164.420033,59194,201,"City of Providence, RI",13164.420033,59194,201,C,Dev-Med/Low,4326.907392,19456,72,60.095936,0.32868196100956176,NLCD 2021,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Providence, RI. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Medium Intensity; Developed, Low Intensity",1490994977290487,1490994422290487,1490994982290487,349167789489998,1491507521290487,1537185893290487,,,,
